,label,begin,end,dynasty,monarch,monarchName,reignTitle,uri,last_year
645,武成,784,786.0,,,李希烈,武成,http://data.library.sh.cn/authority/temporal/vfq16n2k394r3lf4,2
646,唐兴元,784,784.0,唐,德宗,李适,兴元,http://data.library.sh.cn/authority/temporal/pxd1bb9nsg8f6ujz,0
647,南诏上元,784,,南诏,,NON,上元,http://data.library.sh.cn/authority/temporal/4eljzv3hcnl3l1uv,0
648,唐贞元,785,805.0,唐,德宗,李适,贞元,http://data.library.sh.cn/authority/temporal/6m4xcyzoyzpm8f1i,20
649,渤海中兴,794,795.0,渤海,,大华屿,中兴,http://data.library.sh.cn/authority/temporal/x25p2wk8iki1g51g,1
650,渤海正历,795,809.0,渤海,,大嵩璘,正历,http://data.library.sh.cn/authority/temporal/x1s9wxypvo1cts9f,14
651,唐永贞,805,806.0,唐,顺宗,李诵,永贞,http://data.library.sh.cn/authority/temporal/mvgjsh7xa4p9jhrp,1
652,元封元封,806,806.0,元封,,寻阁劝,元封,http://data.library.sh.cn/authority/temporal/xfc48hw5mt38ab23,0
653,唐元和,807,821.0,唐,宪宗,李纯,元和,http://data.library.sh.cn/authority/temporal/ld8n85clxy5pj45e,14
654,元封应道,807,897.0,元封,,寻阁劝,应道,http://data.library.sh.cn/authority/temporal/1emhr9vqeib236ke,90
655,元封龙兴,808,816.0,元封,,劝龙晟,龙兴,http://data.library.sh.cn/authority/temporal/3h2zpkqfq89scxhn,8
656,渤海永德,809,812.0,渤海,,大元瑜,永德,http://data.library.sh.cn/authority/temporal/1tpvazzkrxl85xgi,3
657,渤海朱雀,812,818.0,渤海,,大言义,朱雀,http://data.library.sh.cn/authority/temporal/bclpg7fmvvchg83s,6
658,吐蕃,815,838.0,吐蕃,,可黎可足,,http://data.library.sh.cn/authority/temporal/l4wgkonx93zezisq,23
659,元封全义,817,819.0,元封,,劝利晟,全义,http://data.library.sh.cn/authority/temporal/tja18bohkzug5n2d,2
660,渤海太始,818,818.0,渤海,,大明忠,太始,http://data.library.sh.cn/authority/temporal/hotph8pnahwwtdwk,0
661,渤海建兴,819,830.0,渤海,,大仁秀,建兴,http://data.library.sh.cn/authority/temporal/38eu1qsdvp5ogrbp,11
662,元封大丰,820,823.0,元封,,劝利晟,大丰,http://data.library.sh.cn/authority/temporal/pwmsnciwo2zswmow,3
663,唐长庆,822,824.0,唐,穆宗,李恒,长庆,http://data.library.sh.cn/authority/temporal/ir7yjb15ylqwgmdx,2
664,元封保和,824,839.0,元封,,劝丰祐,保和,http://data.library.sh.cn/authority/temporal/ol6wih1uqml5pzxb,15
665,唐宝历,825,828.0,唐,敬宗,李湛,宝历,http://data.library.sh.cn/authority/temporal/717u7nlmk7sg3upe,3
666,唐太和,828,835.0,唐,文宗,李昂,太和,http://data.library.sh.cn/authority/temporal/l5y4ud74zvdl9rrs,7
667,渤海咸和,830,857.0,渤海,,大彝震,咸和,http://data.library.sh.cn/authority/temporal/wv6nj1zweff9huzu,27
668,唐开成,836,841.0,唐,文宗,李昂,开成,http://data.library.sh.cn/authority/temporal/hwd2zd79qj4tl6sl,5
669,唐会昌,842,847.0,唐,武宗,李炎,会昌,http://data.library.sh.cn/authority/temporal/c4yq3xxemqwakji4,5
670,唐大中,848,860.0,唐,宣宗,李忱,大中,http://data.library.sh.cn/authority/temporal/qzdw1l1josb5528i,12
671,天启天启,856,859.0,天启,,世隆,天启,http://data.library.sh.cn/authority/temporal/cjvnewa3qdalpr2k,3
672,渤海,857,871.0,渤海,,大虔晃,,http://data.library.sh.cn/authority/temporal/ce8bjqxuyc5j26dm,14
673,罗平,860,860.0,,,裘甫,罗平,http://data.library.sh.cn/authority/temporal/cfmys5a6yw7t16rf,0
674,唐咸通,860,875.0,唐,懿宗,李漼,咸通,http://data.library.sh.cn/authority/temporal/jiqfdmss4bjwpk2h,15
675,天启建极,860,872.0,天启,,世隆,建极,http://data.library.sh.cn/authority/temporal/gx3jkdgky33h81jq,12
676,渤海,871,893.0,渤海,,大玄锡,,http://data.library.sh.cn/authority/temporal/irv5lwf5ezb79psz,22
677,天启法尧,873,877.0,天启,,隆舜,法尧,http://data.library.sh.cn/authority/temporal/i9jjnl52ougictva,4
678,唐乾符,875,879.0,唐,僖宗,李儇,乾符,http://data.library.sh.cn/authority/temporal/qxrrgsaik1qs4jyy,4
679,齐王霸,878,880.0,齐,,黄巢,王霸,http://data.library.sh.cn/authority/temporal/ogx1jibufh37x7qv,2
680,天启贞明,878,880.0,天启,大封民,隆舜,贞明,http://data.library.sh.cn/authority/temporal/dcw87xszp9a6ah5d,2
681,齐金统,880,884.0,齐,,黄巢,金统,http://data.library.sh.cn/authority/temporal/7wkou8fwxosfafd1,4
682,唐广明,880,881.0,唐,僖宗,李儇,广明,http://data.library.sh.cn/authority/temporal/sjghfyttikumyqy3,1
683,唐中和,881,885.0,唐,僖宗,李儇,中和,http://data.library.sh.cn/authority/temporal/4wr6jlb61zezkjsv,4
684,天启承智,881,886.0,天启,大封民,隆舜,承智,http://data.library.sh.cn/authority/temporal/zescq67i85zckyjz,5
685,唐光启,885,888.0,唐,僖宗,李儇,光启,http://data.library.sh.cn/authority/temporal/wz4bw2uxd68kcqv5,3
686,建贞,886,886.0,,,李煴,建贞,http://data.library.sh.cn/authority/temporal/g7ij32r4w8plqm77,0
687,天启大同,887,890.0,天启,大封民,隆舜,大同,http://data.library.sh.cn/authority/temporal/cd9a851ozfbwsd7n,3
688,唐文德,888,888.0,唐,僖宗,李儇,文德,http://data.library.sh.cn/authority/temporal/hkd6xm7ebqnzic2f,0
689,唐龙纪,889,889.0,唐,昭宗,李晔,龙纪,http://data.library.sh.cn/authority/temporal/aexcemxi76u32762,0
690,唐大顺,890,891.0,唐,昭宗,李晔,大顺,http://data.library.sh.cn/authority/temporal/hesbbap7ag4tvfie,1
691,天启嵯耶,891,897.0,天启,大封民,隆舜,嵯耶,http://data.library.sh.cn/authority/temporal/pxpj5uik7zbd1e3a,6
692,唐景福,892,893.0,唐,昭宗,李晔,景福,http://data.library.sh.cn/authority/temporal/a9deicuov12dvuui,1
693,渤海,894,906.0,渤海,,大玮瑎,,http://data.library.sh.cn/authority/temporal/8iqnqmwdy16fka6z,12
694,唐乾宁,894,898.0,唐,昭宗,李晔,乾宁,http://data.library.sh.cn/authority/temporal/ankpxue4u2cvjwv6,4
695,顺天,895,896.0,,,董昌,顺天,http://data.library.sh.cn/authority/temporal/8n33ybpj8pgoufpc,1
696,唐光化,898,901.0,唐,昭宗,李晔,光化,http://data.library.sh.cn/authority/temporal/gv5rzozq454y6s6q,3
697,天启中兴,898,902.0,天启,,舜化贞,中兴,http://data.library.sh.cn/authority/temporal/7gkvt5quno738ocg,4
698,唐天复,901,904.0,唐,昭宗,李晔,天复,http://data.library.sh.cn/authority/temporal/wi6cjfwvjp3y5s83,3
699,吴天复,902,903.0,吴,,杨行密,天复,http://data.library.sh.cn/authority/temporal/kam1vg3wl8lryeqy,1
700,天启安国,903,907.0,天启,大长和,郑买嗣,安国,http://data.library.sh.cn/authority/temporal/f9knvmtlk6ijxi7d,4
701,吴天祐,904,905.0,吴,,杨行密,天祐,http://data.library.sh.cn/authority/temporal/hqgmpd4j3it27qty,1
702,唐天祐,904,907.0,唐,袁帝,李祝,天祐,http://data.library.sh.cn/authority/temporal/slxysx34uqmlt3ae,3
703,吴天祐,905,907.0,吴,,杨渥,天祐,http://data.library.sh.cn/authority/temporal/9re19pl2w2hiwg7s,2
704,渤海,907,,渤海,,大諲譔,,http://data.library.sh.cn/authority/temporal/kuvnpho9wvo4azic,0
705,五代,907,960.0,五代,,,,http://data.library.sh.cn/authority/temporal/mcwzpg3bobv41ks9,53
706,契丹,907,916.0,契丹,辽太祖,耶律阿保机,,http://data.library.sh.cn/authority/temporal/leddtfupfigfl271,9
707,吴天祐,907,919.0,吴,,杨渥,天祐,http://data.library.sh.cn/authority/temporal/3nm1usbwxwlw59h1,12
708,闽开平,907,910.0,闽,,王审知,开平,http://data.library.sh.cn/authority/temporal/xow4kjhuhwtwm9h7,3
709,吴越天祐,907,907.0,吴越,,钱镠,天祐,http://data.library.sh.cn/authority/temporal/i2jly75ek5qrskd6,0
710,南诏安国,907,909.0,南诏,大长和,郑买嗣,安国,http://data.library.sh.cn/authority/temporal/dfj2wfngat1odxos,2
711,后梁开平,907,911.0,后梁,太祖,朱温,开平,http://data.library.sh.cn/authority/temporal/k8nfaozm6zlqjwl6,4
712,前蜀天复,907,907.0,前蜀,,王建,天复,http://data.library.sh.cn/authority/temporal/llp6bmh7og9cau3t,0
713,渤海大諲譔,907,925.0,渤海,,NON,大諲譔,http://data.library.sh.cn/authority/temporal/4nmtxmmzucbabvy6,18
714,吴越天宝,908,912.0,吴越,,钱镠,天宝,http://data.library.sh.cn/authority/temporal/vgol66ebyi9cpyps,4
715,前蜀武成,908,910.0,前蜀,,王建,武成,http://data.library.sh.cn/authority/temporal/btddluhogq1dfu1r,2
716,南诏始元,910,912.0,南诏,,郑仁旻,始元,http://data.library.sh.cn/authority/temporal/qsahxrs56h4iwmfk,2
717,燕应天,911,913.0,燕,,刘守光,应天,http://data.library.sh.cn/authority/temporal/xvqhmha7dcta4q12,2
718,闽乾化,911,912.0,闽,,王审知,乾化,http://data.library.sh.cn/authority/temporal/9faq4n3lg6q5w2zr,1
719,后梁乾化,911,912.0,后梁,太祖,朱温,乾化,http://data.library.sh.cn/authority/temporal/f3pxoagzq4rub8np,1
720,前蜀永平,911,915.0,前蜀,,王建,永平,http://data.library.sh.cn/authority/temporal/zkrgejk2v7xxvy9w,4
721,于阗同庆,912,940.0,于阗,,李圣天,同庆,http://data.library.sh.cn/authority/temporal/5i64xuk4xldt5w8m,28
722,闽凤历,913,914.0,闽,,王审知,凤历,http://data.library.sh.cn/authority/temporal/rotzvbso4tlzyk8a,1
723,后梁凤历,913,914.0,后梁,,朱友珪,凤历,http://data.library.sh.cn/authority/temporal/wyf65nzjiaqopsjk,1
724,吴越凤历,913,913.0,吴越,,钱镠,凤历,http://data.library.sh.cn/authority/temporal/rjgha3lp1bianyuw,0
725,南诏天瑞景星？,913,915.0,南诏,,郑仁旻,天瑞景星？,http://data.library.sh.cn/authority/temporal/av67kbintddp99ur,2
726,闽乾化,914,915.0,闽,,王审知,乾化,http://data.library.sh.cn/authority/temporal/vpevn7dljt8gkz4r,1
727,后梁乾化,914,915.0,后梁,末帝,朱友贞,乾化,http://data.library.sh.cn/authority/temporal/ve1mkvjps9t5ruvl,1
728,吴越乾化,914,915.0,吴越,,钱镠,乾化,http://data.library.sh.cn/authority/temporal/xukf7owo57ovwpgf,1
729,闽贞明,915,921.0,闽,,王审知,贞明,http://data.library.sh.cn/authority/temporal/repcgzzqfe3flwq8,6
730,吴越贞明,915,920.0,吴越,,钱镠,贞明,http://data.library.sh.cn/authority/temporal/sj6ch7t9b9hihjbx,5
731,后梁贞明,915,921.0,后梁,末帝,朱友贞,贞明,http://data.library.sh.cn/authority/temporal/zupo46abl49sqwy1,6
732,契丹神册,916,922.0,契丹,辽太祖,耶律阿保机,神册,http://data.library.sh.cn/authority/temporal/q21x6eymfftab6xi,6
733,前蜀通正,916,916.0,前蜀,,王建,通正,http://data.library.sh.cn/authority/temporal/thhs5y6zd9g7jayh,0
734,南汉乾亨,916,925.0,南汉,,刘䶮,乾亨,http://data.library.sh.cn/authority/temporal/lw1va36mdxl4td7z,9
735,南诏安和？,916,920.0,南诏,,郑仁旻,安和？,http://data.library.sh.cn/authority/temporal/9r1ux5hmbolx5sen,4
736,前蜀天汉,917,917.0,前蜀,,王建,天汉,http://data.library.sh.cn/authority/temporal/a2g8ete1xhqvely2,0
737,前蜀光天,918,919.0,前蜀,,王建,光天,http://data.library.sh.cn/authority/temporal/jfbumex3d5g8lmz4,1
738,吴武义,919,921.0,吴,,杨隆演,武义,http://data.library.sh.cn/authority/temporal/7us1ctdwnbb78yz3,2
739,前蜀乾德,920,925.0,前蜀,,王衍,乾德,http://data.library.sh.cn/authority/temporal/m7dspafau26tdr3c,5
740,闽龙德,921,923.0,闽,,王审知,龙德,http://data.library.sh.cn/authority/temporal/zmwc1jj9hhds6rz3,2
741,吴顺义,921,927.0,吴,,杨溥,顺义,http://data.library.sh.cn/authority/temporal/gwpz2r3g2kptdnyr,6
742,荆南顺义,921,925.0,南平;荆南,,高季兴,顺义,http://data.library.sh.cn/authority/temporal/a9ki3nxibd4uo16f,4
743,吴越龙德,921,923.0,吴越,,钱镠,龙德,http://data.library.sh.cn/authority/temporal/5c5i3a6lul9veor7,2
744,后梁龙德,921,923.0,后梁,末帝,朱友贞,龙德,http://data.library.sh.cn/authority/temporal/lq7qiovvkxjjo4bc,2
745,南诏贞祐？,921,921.0,南诏,,郑仁旻,贞祐？,http://data.library.sh.cn/authority/temporal/4dqzjs52i7mqa2ir,0
746,契丹天赞,922,926.0,契丹,辽太祖,耶律阿保机,天赞,http://data.library.sh.cn/authority/temporal/ymkokymybmde9e6t,4
747,南诏初历？,922,925.0,南诏,,郑仁旻,初历？,http://data.library.sh.cn/authority/temporal/ruotglyiwg9wqzt9,3
748,闽同光,924,925.0,闽,,王审知,同光,http://data.library.sh.cn/authority/temporal/3fmymjisnzr6x3kn,1
749,吴越宝大,924,925.0,吴越,,钱镠,宝大,http://data.library.sh.cn/authority/temporal/tukm11dvhdet8lrs,1
750,后唐同光,924,926.0,后唐,庄宗,李存勗,同光,http://data.library.sh.cn/authority/temporal/kc511ful8w2f7sgk,2
751,南汉白龙,925,928.0,南汉,,刘䶮,白龙,http://data.library.sh.cn/authority/temporal/ohmxxbhrnnptnd87,3
752,前蜀咸康,925,,前蜀,,王衍,咸康,http://data.library.sh.cn/authority/temporal/n3bv41hw1hoihwy8,0
753,南诏,926,926.0,南诏,,郑仁旻,,http://data.library.sh.cn/authority/temporal/2qfjzr26n4jm7csv,0
754,闽天成,926,930.0,闽,,王延翰,天成,http://data.library.sh.cn/authority/temporal/e5x7bbsfjyuvnbwh,4
755,契丹天显,926,938.0,契丹,辽太祖,耶律阿保机,天显,http://data.library.sh.cn/authority/temporal/muumc1pvudg9uchg,12
756,吴越宝正,926,932.0,吴越,,钱镠,宝正,http://data.library.sh.cn/authority/temporal/w1xf56zalz3rshee,6
757,东丹甘露,926,936.0,东丹,,耶律倍,甘露,http://data.library.sh.cn/authority/temporal/fl2nlo88zqwfgg9h,10
758,后唐天成,926,930.0,后唐,明宗,李嗣源,天成,http://data.library.sh.cn/authority/temporal/17rh11efb2ayla1y,4
759,荆南天成,926,930.0,南平;荆南,,高季兴,天成,http://data.library.sh.cn/authority/temporal/cen2517zxfwbc1ub,4
760,楚天成,927,930.0,楚,,马殷,天成,http://data.library.sh.cn/authority/temporal/xl9983qha7m1cbc1,3
761,吴乾贞,927,929.0,吴,,杨溥,乾贞,http://data.library.sh.cn/authority/temporal/szs1q37ply1zsodm,2
762,南诏天应,927,927.0,南诏,,郑隆亶,天应,http://data.library.sh.cn/authority/temporal/73zu8nlqmgd8tbzk,0
763,南汉大有,928,942.0,南汉,,刘䶮,大有,http://data.library.sh.cn/authority/temporal/lwjij4fpyniogaw5,14
764,荆南乾贞,928,929.0,南平;荆南,,高季兴,乾贞,http://data.library.sh.cn/authority/temporal/3bgn34o6mf6he3nd,1
765,南诏尊圣,928,929.0,南诏,大天兴,赵善政,尊圣,http://data.library.sh.cn/authority/temporal/u6cro85htcfxaswu,1
766,吴太和,929,935.0,吴,,杨溥,太和,http://data.library.sh.cn/authority/temporal/82nsyyajz3d9xpxd,6
767,闽长兴,930,932.0,闽,,王延翰,长兴,http://data.library.sh.cn/authority/temporal/g7b8ns3a7yyr88op,2
768,楚长兴,930,933.0,楚,,马希声,长兴,http://data.library.sh.cn/authority/temporal/utvufasles55n6wt,3
769,后唐长兴,930,933.0,后唐,明宗,李嗣源,长兴,http://data.library.sh.cn/authority/temporal/3uwlf22znq8558rl,3
770,南诏兴圣,930,930.0,南诏,大义宁,杨干真,兴圣,http://data.library.sh.cn/authority/temporal/vuu9dcpjygbuvpgm,0
771,荆南长兴,930,933.0,南平;荆南,,高从诲,长兴,http://data.library.sh.cn/authority/temporal/8zi8npfazemfsj5d,3
772,荆南大和,930,930.0,南平;荆南,,高从诲,大和,http://data.library.sh.cn/authority/temporal/inkwf7t6sdf89yqb,0
773,南诏大明,931,937.0,南诏,大义宁,杨干真,大明,http://data.library.sh.cn/authority/temporal/2td4ep1bzi51a1ss,6
774,吴越长兴,932,933.0,吴越,,钱元瓘,长兴,http://data.library.sh.cn/authority/temporal/kjrc3dps8fflggav,1
775,闽龙启,933,935.0,闽,,王延翰,龙启,http://data.library.sh.cn/authority/temporal/49pn8tob8cgnkayp,2
776,楚应顺,934,934.0,楚,,马希範,应顺,http://data.library.sh.cn/authority/temporal/xyt4wmmrxqr1ki8f,0
777,荆南应顺,934,934.0,南平;荆南,,高从诲,应顺,http://data.library.sh.cn/authority/temporal/3kpww5ak5e4pvtet,0
778,后蜀明德,934,937.0,后蜀,,孟知祥,明德,http://data.library.sh.cn/authority/temporal/d2bplhupyfqiieya,3
779,吴越应顺,934,934.0,吴越,,钱元瓘,应顺,http://data.library.sh.cn/authority/temporal/g3ooussxjqpswsgi,0
780,后唐应顺,934,935.0,后唐,闵帝,李从厚,应顺,http://data.library.sh.cn/authority/temporal/mjexwsvqq7kfcti9,1
781,吴天祚,935,937.0,吴,,杨溥,天祚,http://data.library.sh.cn/authority/temporal/s53sk1dr7bzl8d2i,2
782,闽永和,935,936.0,闽,,王昶,永和,http://data.library.sh.cn/authority/temporal/ib3fx8q7ux4zc6o7,1
783,楚清泰,935,936.0,楚,,马希範,清泰,http://data.library.sh.cn/authority/temporal/h27yb4gy5orxslx2,1
784,后唐清泰,935,936.0,后唐,末帝,李从珂,清泰,http://data.library.sh.cn/authority/temporal/7nx1agvmifneyc4c,1
785,吴越清泰,935,936.0,吴越,,钱元瓘,清泰,http://data.library.sh.cn/authority/temporal/8h7tii72r9xfdq75,1
786,荆南清泰,935,936.0,南平;荆南,,高从诲,清泰,http://data.library.sh.cn/authority/temporal/3awalk87r23zi4js,1
787,闽通文,936,939.0,闽,,王昶,通文,http://data.library.sh.cn/authority/temporal/5cjwnpnuesjxs6sb,3
788,楚天福,937,943.0,楚,,马希範,天福,http://data.library.sh.cn/authority/temporal/nrs93gczomxy2y62,6
789,吴越天福,937,943.0,吴越,,钱元瓘,天福,http://data.library.sh.cn/authority/temporal/w4dho87rvi6ijixm,6
790,荆南天福,937,943.0,南平;荆南,,高从诲,天福,http://data.library.sh.cn/authority/temporal/blx2icc6q27q9xv7,6
791,后晋天福,937,944.0,后晋,高祖,石敬瑭,天福,http://data.library.sh.cn/authority/temporal/4t699kyebyl4m2ng,7
792,后蜀广政,938,960.0,后蜀,,孟昶,广政,http://data.library.sh.cn/authority/temporal/waqhiu9mqpa6m6bn,22
793,南唐昇元,938,943.0,南唐,,李昪,昇元,http://data.library.sh.cn/authority/temporal/fjp765ilof993p5u,5
794,契丹会同,938,947.0,契丹,辽太宗,耶律德光,会同,http://data.library.sh.cn/authority/temporal/oc6sddz24988szze,9
795,闽永隆,939,943.0,闽,,王曦,永隆,http://data.library.sh.cn/authority/temporal/ixtrvhi2ixidbz6f,4
796,大理文德,939,940.0,大理,,段思平,文德,http://data.library.sh.cn/authority/temporal/ns5txx8funmiz5mi,1
797,大理神武,941,944.0,大理,,段思平,神武,http://data.library.sh.cn/authority/temporal/6axcltjv28wrzaud,3
798,南汉光天,942,943.0,南汉,,刘玢,光天,http://data.library.sh.cn/authority/temporal/x5kts2zw5j1eray3,1
799,闽天德,943,945.0,闽,,王延政,天德,http://data.library.sh.cn/authority/temporal/ka443b6aba5fnj78,2
800,于阗永乐,943,943.0,于阗,,张遇贤,永乐,http://data.library.sh.cn/authority/temporal/llkgrhqgsoniuuj1,0
801,南唐保大,943,957.0,南唐,,李璟,保大,http://data.library.sh.cn/authority/temporal/5bmdfae1psxfbjzm,14
802,南汉应乾,943,944.0,南汉,,刘晟,应乾,http://data.library.sh.cn/authority/temporal/rvievxlzr59s97qx,1
803,楚开运,944,946.0,楚,,马希範,开运,http://data.library.sh.cn/authority/temporal/7t54r1ab44scdh5q,2
804,南汉乾和,944,958.0,南汉,,刘晟,乾和,http://data.library.sh.cn/authority/temporal/vd8r8ucla93jeg7f,14
805,荆南开运,944,946.0,南平;荆南,,高从诲,开运,http://data.library.sh.cn/authority/temporal/j2s5blbhic4wslii,2
806,后晋开运,944,946.0,后晋,高祖,石敬瑭,开运,http://data.library.sh.cn/authority/temporal/qyrb2e85rdvs6vg7,2
807,吴越开运,944,947.0,吴越,,钱宏佐,开运,http://data.library.sh.cn/authority/temporal/8zj2m14j9yi4erjp,3
808,大理文经,945,945.0,大理,,段思英,文经,http://data.library.sh.cn/authority/temporal/5iwkunwyu6794sk9,0
809,大理至治,946,951.0,大理,,段思良,至治,http://data.library.sh.cn/authority/temporal/gpbu6cn8muyjx4aj,5
810,楚天福,947,947.0,楚,,马希範,天福,http://data.library.sh.cn/authority/temporal/e647hppyovtxy3tj,0
811,契丹大同,947,949.0,契丹,辽太宗,耶律德光,大同,http://data.library.sh.cn/authority/temporal/fi8k9hbjo8p6oihc,2
812,吴越天福,947,947.0,吴越,,钱宏倧,天福,http://data.library.sh.cn/authority/temporal/cd2z96vvtpb213hq,0
813,荆南天福,947,947.0,南平;荆南,,高从诲,天福,http://data.library.sh.cn/authority/temporal/xdhtmo9ur88khdz9,0
814,楚乾祐,948,950.0,楚,,马希广,乾祐,http://data.library.sh.cn/authority/temporal/lreeuibbe69oa49k,2
815,荆南乾祐,948,948.0,南平;荆南,,高保融,乾祐,http://data.library.sh.cn/authority/temporal/gu17j6je3677vs2d,0
816,荆南乾祐,948,950.0,南平;荆南,,高保融,乾祐,http://data.library.sh.cn/authority/temporal/a6dsbcdz44e1azpi,2
817,后汉天福,948,949.0,后汉,高祖,刘知远,天福,http://data.library.sh.cn/authority/temporal/nxnh8j9pemj62a3z,1
818,吴越乾祐,948,950.0,吴越,,钱宏俶,乾祐,http://data.library.sh.cn/authority/temporal/obmes4so5z4tvebm,2
819,契丹天禄,949,951.0,契丹,辽世宗,耶律阮,天禄,http://data.library.sh.cn/authority/temporal/rdsqqdspdnn9p1d5,2
820,后汉乾祐,949,950.0,后汉,隐帝,刘承祐,乾祐,http://data.library.sh.cn/authority/temporal/gcoe26lbxdezyded,1
821,楚保大,950,951.0,楚,,马希萼,保大,http://data.library.sh.cn/authority/temporal/e8bhoinfb3lvgghb,1
822,吴越广顺,951,953.0,吴越,,钱宏俶,广顺,http://data.library.sh.cn/authority/temporal/vr1jh59kxd94fapc,2
823,北汉乾祐,951,956.0,北汉,,刘旻,乾祐,http://data.library.sh.cn/authority/temporal/4vf4hm3gzpdr2z61,5
824,荆南广顺,951,953.0,南平;荆南,,高保融,广顺,http://data.library.sh.cn/authority/temporal/5rap83x1wlo4dzuy,2
825,契丹应历,951,960.0,契丹,辽穆宗,耶律璟,应历,http://data.library.sh.cn/authority/temporal/f1c4la2w85x8to8b,9
826,大理明德,952,955.0,大理,,段思聪,明德,http://data.library.sh.cn/authority/temporal/zxaovsmydhp6htsy,3
827,后周广顺,952,954.0,后周,太祖,郭威,广顺,http://data.library.sh.cn/authority/temporal/o9wvpzsrb3zxju5h,2
828,荆南显德,954,960.0,南平;荆南,,高保融,显德,http://data.library.sh.cn/authority/temporal/ab8fyb91qq79z5rb,6
829,吴越显德,954,960.0,吴越,,钱宏俶,显德,http://data.library.sh.cn/authority/temporal/1l97hf3ydbu6gm7s,6
830,后周显德,955,960.0,后周,显德,柴荣,显德,http://data.library.sh.cn/authority/temporal/hb2ktreo6ts165c9,5
831,大理广德,956,,大理,,段思聪,广德,http://data.library.sh.cn/authority/temporal/8uv1kezwk7i1n6kq,0
832,北汉天会,957,960.0,北汉,,刘旻,天会,http://data.library.sh.cn/authority/temporal/mgcss55cy4tmic48,3
833,南汉大宝,958,960.0,南汉,,刘鋹,大宝,http://data.library.sh.cn/authority/temporal/vcm1eok3kotfyn5l,2
834,南唐中兴,958,959.0,南唐,,李璟,中兴,http://data.library.sh.cn/authority/temporal/w418fr5g7idf718w,1
835,南唐交泰,959,960.0,南唐,,李璟,交泰,http://data.library.sh.cn/authority/temporal/we23b1usig7r1eic,1
836,南唐显德,960,960.0,南唐,,李璟,显德,http://data.library.sh.cn/authority/temporal/n28kep6i1bj7sx7o,0
837,北宋,960,1126.0,北宋,,,,http://data.library.sh.cn/authority/temporal/1muluhi3chuyhtw1,166
838,北宋建隆,960,963.0,北宋,太祖,赵匡胤,建隆,http://data.library.sh.cn/authority/temporal/nad46qs18jnswzuk,3
839,北宋乾德,963,968.0,北宋,太祖,赵匡胤,乾德,http://data.library.sh.cn/authority/temporal/18y8cnoqcija9xmr,5
840,北宋开宝,968,976.0,北宋,太祖,赵匡胤,开宝,http://data.library.sh.cn/authority/temporal/6ocg6fbfsxihzu7x,8
841,北宋太平兴国,976,984.0,北宋,太宗,赵光义,太平兴国,http://data.library.sh.cn/authority/temporal/bg5duyo5bpt58l56,8
842,北宋雍熙,984,987.0,北宋,太宗,赵光义,雍熙,http://data.library.sh.cn/authority/temporal/jfcr2z62ko1bibn8,3
843,北宋端拱,988,989.0,北宋,太宗,赵光义,端拱,http://data.library.sh.cn/authority/temporal/ex4i4yrqrtzbg6tb,1
844,北宋淳化,990,994.0,北宋,太宗,赵光义,淳化,http://data.library.sh.cn/authority/temporal/qpmhij3roh1g3983,4
845,北宋至道,995,997.0,北宋,太宗,赵光义,至道,http://data.library.sh.cn/authority/temporal/qy4mweypov2mklb8,2
846,北宋咸平,998,1003.0,北宋,真宗,赵恒,咸平,http://data.library.sh.cn/authority/temporal/9uvdqjvlwdeiwnsy,5
847,北宋景德,1004,1007.0,北宋,真宗,赵恒,景德,http://data.library.sh.cn/authority/temporal/wqawfcebtx7v3d2s,3
848,北宋大中祥符,1008,1016.0,北宋,真宗,赵恒,大中祥符,http://data.library.sh.cn/authority/temporal/8ykoevimhh4ak1j9,8
849,北宋天禧,1017,1021.0,北宋,真宗,赵恒,天禧,http://data.library.sh.cn/authority/temporal/g9l5pz69yenhsow5,4
850,北宋乾兴,1022,1022.0,北宋,仁宗,赵祯,乾兴,http://data.library.sh.cn/authority/temporal/7ry8isqvlx32g28q,0
851,北宋天圣,1023,1032.0,北宋,仁宗,赵祯,天圣,http://data.library.sh.cn/authority/temporal/epzq8go3nshsmcf2,9
852,北宋明道,1032,1033.0,北宋,仁宗,赵祯,明道,http://data.library.sh.cn/authority/temporal/sprplr19jpps2orz,1
853,北宋景祐,1034,1038.0,北宋,仁宗,赵祯,景祐,http://data.library.sh.cn/authority/temporal/knekefpbca9oybwb,4
854,北宋宝元,1038,1040.0,北宋,仁宗,赵祯,宝元,http://data.library.sh.cn/authority/temporal/motnuttnrpkt33n4,2
855,北宋康定,1040,1041.0,北宋,仁宗,赵祯,康定,http://data.library.sh.cn/authority/temporal/xvtj9n9pcmwqmk5v,1
856,北宋庆历,1041,1048.0,北宋,仁宗,赵祯,庆历,http://data.library.sh.cn/authority/temporal/yyofi9yvehoek9l8,7
857,北宋皇祐,1049,1054.0,北宋,仁宗,赵祯,皇祐,http://data.library.sh.cn/authority/temporal/n6qam6k6gw62ta4k,5
858,北宋至和,1054,1056.0,北宋,仁宗,赵祯,至和,http://data.library.sh.cn/authority/temporal/8jqql6jvcnvpw959,2
859,北宋嘉祐,1056,1063.0,北宋,仁宗,赵祯,嘉祐,http://data.library.sh.cn/authority/temporal/ds43fqsq79g7ftul,7
860,北宋治平,1064,1067.0,北宋,英宗,赵曙,治平,http://data.library.sh.cn/authority/temporal/g4kagdpcjzjij2r7,3
