,ownerOfSeal,label_clean,length,印,章,之印,之章,私印,印信,考藏印,藏书印,藏书之印,书画印,图书印
8037,唐翰题,唐宝衔印,4,1,,,,,,,,,,
8038,龚贤,半山,2,,,,,,,,,,,
8039,华岩,烟云供养,4,,,,,,,,,,,
8040,程庭鹭,杯樗子,3,,,,,,,,,,,
8041,陈继儒,中醇,2,,,,,,,,,,,
8042,潘伯鹰,潘伯鹰,3,,,,,,,,,,,
8043,溥儒,西山逸士,4,,,,,,,,,,,
8044,唐云,大石斋,3,,,,,,,,,,,
8045,潘奕隽,首迂,2,,,,,,,,,,,
8046,林散之,林散之印,4,1,,1,,,,,,,,
8047,余任天,打破常规,4,,,,,,,,,,,
8048,仇英,十州,2,,,,,,,,,,,
8049,戴本孝,画髓,2,,,,,,,,,,,
8050,项元汴,天籁阁,3,,,,,,,,,,,
8051,高其佩,不是画,3,,,,,,,,,,,
8052,金城,巩伯,2,,,,,,,,,,,
8053,弘旿,冷然,2,,,,,,,,,,,
8054,金城,北楼,2,,,,,,,,,,,
8055,徐渭仁,徐渭仁,3,,,,,,,,,,,
8056,张大千,东西南北之人,6,,,,,,,,,,,
8057,张仃,张仃画,3,,,,,,,,,,,
8058,姜渔,臣渔私印,4,1,,,,1,,,,,,
8059,汪恭,汪恭之印,4,1,,1,,,,,,,,
8060,文徵明,悟言室印,4,1,,,,,,,,,,
8061,王铎,东皋长,3,,,,,,,,,,,
8062,陈元龙,陈元龙印,4,1,,,,,,,,,,
8063,黄宾虹,先生姓黄,4,,,,,,,,,,,
8064,杭世骏,道古堂书画印,6,1,,,,,,,,,1,
8065,孙承泽,退谷逸叟,4,,,,,,,,,,,
8066,高时显,逃禅煮石之间,6,,,,,,,,,,,
8067,宋文治,娄江宋灏,4,,,,,,,,,,,
8068,吴作人,吴作人印,4,1,,,,,,,,,,
8069,吴大澂,何必见戴,4,,,,,,,,,,,
8070,柯九思,临池清赏,4,,,,,,,,,,,
8071,寿石工,寿鈢,2,,,,,,,,,,,
8072,曹溶,曹溶秘玩,4,,,,,,,,,,,
8073,虚谷,虚谷,2,,,,,,,,,,,
8074,梅清,梅痴,2,,,,,,,,,,,
8075,宋珏,宋珏之印,4,1,,1,,,,,,,,
8076,寿石工,寿鈢,2,,,,,,,,,,,
8077,杨以增,杨绍和印,4,1,,,,,,,,,,
8078,陈衡恪,槐堂长物,4,,,,,,,,,,,
8079,齐白石,年八十六矣,5,,,,,,,,,,,
8080,文徵明,徵明,2,,,,,,,,,,,
8081,陈运彰,陈运彰曾观,5,,,,,,,,,,,
8082,包世臣,包氏慎伯,4,,,,,,,,,,,
8083,朱彝尊,一渔翁,3,,,,,,,,,,,
8084,胡佩衡,冷庵,2,,,,,,,,,,,
8085,梅清,渊公,2,,,,,,,,,,,
8086,弘旿,瑶华道人诗画,6,,,,,,,,,,,
8087,董诰,董诰,2,,,,,,,,,,,
8088,李日华,君实,2,,,,,,,,,,,
8089,方士庶,方洵,2,,,,,,,,,,,
8090,关良,关良,2,,,,,,,,,,,
8091,鲁迅,会稽周氏藏本,6,,,,,,,,,,,
8092,姚绶,槜李思贤印章,6,,1,,,,,,,,,
8093,贺天健,天健吉羊,4,,,,,,,,,,,
8094,文伯仁,五峰,2,,,,,,,,,,,
8095,齐白石,吾奴视一人,5,,,,,,,,,,,
8096,王时敏,王时敏印,4,1,,,,,,,,,,
8097,陈子庄,石壶,2,,,,,,,,,,,
8098,梅清,偶尔,2,,,,,,,,,,,
8099,赵之谦,佛弟,2,,,,,,,,,,,
8100,潘伯鹰,物外真游,4,,,,,,,,,,,
8101,程庭鹭,程序伯甫,4,,,,,,,,,,,
8102,杨以增,至堂,2,,,,,,,,,,,
8103,范守知,后安金石,4,,,,,,,,,,,
8104,沈子丞,沈子丞,3,,,,,,,,,,,
8105,文彭,文寿承氏,4,,,,,,,,,,,
8106,伊秉绶,墨卿,2,,,,,,,,,,,
8107,丰坊,文王子孙,4,,,,,,,,,,,
8108,唐寅,南京解元,4,,,,,,,,,,,
8109,高剑父,高剑父马背船唇朱记,9,,,,,,,,,,,
8110,爱新觉罗·弘历,如水如镜,4,,,,,,,,,,,
8111,丰坊,青厓白鹿,4,,,,,,,,,,,
8112,张瑞图,张瑞图印,4,1,,,,,,,,,,
8113,陆恢,癖于斯,3,,,,,,,,,,,
8114,萧蜕庵,蜕公,2,,,,,,,,,,,
8115,谢时臣,樗仙子,3,,,,,,,,,,,
8116,丰子恺,子恺书画,4,,,,,,,,,,,
8117,丰子恺,子恺书画,4,,,,,,,,,,,
8118,张绍仁,讱庵,2,,,,,,,,,,,
8119,经亨颐,亨颐,2,,,,,,,,,,,
8120,唐寅,唐伯虎诗画印,6,1,,,,,,,,,,
8121,黄慎,黄慎,2,,,,,,,,,,,
8122,田家英,田家英印,4,1,,,,,,,,,,
8123,爱新觉罗·弘历,齐物,2,,,,,,,,,,,
8124,吴昌硕,十亩园丁五湖印丐,8,,,,,,,,,,,
8125,赵鹤琴,甲申,2,,,,,,,,,,,
8126,赵孟钴,松雪斋,3,,,,,,,,,,,
8127,李叔同,李布衣,3,,,,,,,,,,,
8128,汪慎生,慎生,2,,,,,,,,,,,
8129,章绶衔,萦若一字紫伯,6,,,,,,,,,,,
8130,宁斧成,江山如此多娇,6,,,,,,,,,,,
8131,梅清,白发老顽皮,5,,,,,,,,,,,
8132,朱彝尊,小长芦,3,,,,,,,,,,,
8133,唐寅,龙虎榜中名第一烟花队里醉千场,14,,,,,,,,,,,
8134,王鏊,济之,2,,,,,,,,,,,
8135,伍元蕙,伍元蕙俪荃甫评书读画之印,12,1,,1,,,,,,,,
8136,潘伯鹰,潘凫公,3,,,,,,,,,,,
8137,翁方纲,覃溪,2,,,,,,,,,,,
8138,陈运彰,陈次孺,3,,,,,,,,,,,
8139,陈淳,淳父氏,3,,,,,,,,,,,
8140,文彭,文彭印,3,1,,,,,,,,,,
8141,谢稚柳,鱼饮父,3,,,,,,,,,,,
8142,方薰,井研斋,3,,,,,,,,,,,
8143,吕凤子,止怒轩主人,5,,,,,,,,,,,
8144,张绍仁,绍仁之印,4,1,,1,,,,,,,,
8145,胡润芝,仁寿,2,,,,,,,,,,,
8146,陆时化,太仓陆润之印,6,1,,1,,,,,,,,
8147,金城,金城心赏,4,,,,,,,,,,,
8148,王铎,王铎之印,4,1,,1,,,,,,,,
8149,戴本孝,我用我法,4,,,,,,,,,,,
8150,莫是龙,天放闲人,4,,,,,,,,,,,
8151,项元汴,博雅堂宝玩印,6,1,,,,,,,,,,
8152,陈半丁,山阴道上人,5,,,,,,,,,,,
8153,赵鹤琴,剑客,2,,,,,,,,,,,
8154,榭稚柳,壮暮父,3,,,,,,,,,,,
8155,陆俨少,春消息,3,,,,,,,,,,,
8156,陈衡恪,无近,2,,,,,,,,,,,
8157,叶昌炽,缘督,2,,,,,,,,,,,
8158,陈奕禧,绿荫亭,3,,,,,,,,,,,
8159,王腰,福盦,2,,,,,,,,,,,
8160,章绶衔,章绶衔章,4,,1,,,,,,,,,
8161,陆维钊,寒于宝馆,4,,,,,,,,,,,
8162,刘海粟,沧海一粟,4,,,,,,,,,,,
8163,文嘉,桃坞,2,,,,,,,,,,,
8164,陈半丁,年,1,,,,,,,,,,,
8165,翁方纲,塔影轩,3,,,,,,,,,,,
8166,沈颢,石天散禅,4,,,,,,,,,,,
8167,寿石工,蒙衣自信者难,6,,,,,,,,,,,
8168,赵叔孺,赵孺卿,3,,,,,,,,,,,
8169,黎简,黎简私印,4,1,,,,1,,,,,,
8170,金城,金城,2,,,,,,,,,,,
8171,丁丙,嘉惠堂丁氏藏,6,,,,,,,,,,,
8172,吴湖帆,梅景书屋,4,,,,,,,,,,,
8173,龚贤,半山野人,4,,,,,,,,,,,
8174,高邕,西泠字丐,4,,,,,,,,,,,
8175,翁同龢,翁同龢观,4,,,,,,,,,,,
8176,丁佛言,佛言印信,4,,,,,,1,,,,,
8177,朱彝尊,朱彝尊印,4,1,,,,,,,,,,
8178,边寿民,老画师,3,,,,,,,,,,,
8179,吴昌硕,铁函山馆,4,,,,,,,,,,,
8180,张大千,张爰印信,4,,,,,,1,,,,,
8181,高时显,方寸铁斋,4,,,,,,,,,,,
8182,沈周,白石翁,3,,,,,,,,,,,
8183,张绍仁,讱庵,2,,,,,,,,,,,
8184,沙孟海,孟海,2,,,,,,,,,,,
8185,陈半丁,藐世头陀,4,,,,,,,,,,,
8186,王一亭,王震大利,4,,,,,,,,,,,
8187,王穉登,解嘲堂印,4,1,,,,,,,,,,
8188,任预,立凡书画,4,,,,,,,,,,,
8189,郑文焯,鹤语,2,,,,,,,,,,,
8190,陈半丁,山阴人,3,,,,,,,,,,,
8191,王森然,森然,2,,,,,,,,,,,
8192,伍元蕙,南雪道人,4,,,,,,,,,,,
8193,叶潞渊,静乐簃,3,,,,,,,,,,,
8194,陆俨少,宛若,2,,,,,,,,,,,
8195,李文藻,字曰香草,4,,,,,,,,,,,
8196,张仃,求索,2,,,,,,,,,,,
8197,周亮工,减斋,2,,,,,,,,,,,
8198,汪统,潜龙吟,3,,,,,,,,,,,
8199,陈奕禧,臣奕禧,3,,,,,,,,,,,
8200,赵叔孺,赵叔孺,3,,,,,,,,,,,
8201,陈鸿寿,冬夜诗思,4,,,,,,,,,,,
8202,爱新觉罗·弘历,乐万民之所乐,6,,,,,,,,,,,
8203,边寿民,边颐公,3,,,,,,,,,,,
8204,李叔同,弘一,2,,,,,,,,,,,
8205,王腰,琅邪,2,,,,,,,,,,,
8206,杨文骢,龙友,2,,,,,,,,,,,
8207,林散之,散之信鈢,4,,,,,,,,,,,
8208,邓石如,邓石如,3,,,,,,,,,,,
8209,金俊明,金俊明印,4,1,,,,,,,,,,
8210,王铎,王铎之印,4,1,,1,,,,,,,,
8211,王个喉,个簃,2,,,,,,,,,,,
8212,董其昌,董其昌印,4,1,,,,,,,,,,
8213,黄君璧,黄君璧印,4,1,,,,,,,,,,
8214,寿石工,山阴寿玺,4,,,,,,,,,,,
8215,陈半丁,三家村里,4,,,,,,,,,,,
8216,朱鼎煦,香句偶得,4,,,,,,,,,,,
8217,项元汴,元汴之印,4,1,,1,,,,,,,,
8218,谢稚柳,鱼饮溪堂,4,,,,,,,,,,,
8219,萧谦中,萧愻,2,,,,,,,,,,,
8220,高时显,五百本画梅精舍,7,,,,,,,,,,,
8221,董其昌,董氏玄宰,4,,,,,,,,,,,
8222,范守和,范禾私印,4,1,,,,1,,,,,,
8223,高其佩,绘事后素其如示诸斯乎,10,,,,,,,,,,,
8224,徐渭,海笠,2,,,,,,,,,,,
8225,顾廷龙,顾,1,,,,,,,,,,,
8226,杨容林,清防阁,3,,,,,,,,,,,
8227,梅清,臣清,2,,,,,,,,,,,
8228,龚贤,安节堂,3,,,,,,,,,,,
8229,应野平,野平,2,,,,,,,,,,,
8230,项元汴,田畴耕耨,4,,,,,,,,,,,
8231,关良,良公水墨,4,,,,,,,,,,,
8232,赵鹤琴,忆桃源,3,,,,,,,,,,,
8233,榭稚柳,谢稚稚柳,4,,,,,,,,,,,
8234,汪恭,汪恭印,3,1,,,,,,,,,,
8235,丰子恺,缘缘堂主,4,,,,,,,,,,,
8236,陈书,南楼老人,4,,,,,,,,,,,
8237,文徵明,徵仲父印,4,1,,,,,,,,,,
8238,文徵明,徵明,2,,,,,,,,,,,
8239,谭延闿,瓶斋经眼,4,,,,,,,,,,,
8240,祝允明,祝允明印,4,1,,,,,,,,,,
8241,文彭,文寿承氏,4,,,,,,,,,,,
8242,谢稚柳,稚柳居士,4,,,,,,,,,,,
8243,丁福保,卧看南山考旧时,7,,,,,,,,,,,
8244,董其昌,董氏玄宰,4,,,,,,,,,,,
8245,田世光,公炜,2,,,,,,,,,,,
8246,王谷祥,坚白斋,3,,,,,,,,,,,
8247,蒋风白,风白之印,4,1,,1,,,,,,,,
8248,赵少昂,少昂七十岁后所作书画,10,,,,,,,,,,,
8249,程庭鹭,庭鹭,2,,,,,,,,,,,
8250,金俊明,俊明,2,,,,,,,,,,,
8251,法若真,黄石,2,,,,,,,,,,,
8252,董其昌,青宫太保,4,,,,,,,,,,,
8253,徐渭,青山扪虱,4,,,,,,,,,,,
8254,鲁迅,戎马书生,4,,,,,,,,,,,
8255,陈巨来,安持,2,,,,,,,,,,,
8256,陈鱣,陈鱣收藏,4,,,,,,,,,,,
8257,寿石工,容簃,2,,,,,,,,,,,
8258,潘祖荫,潘祖荫,3,,,,,,,,,,,
8259,杨以增,以增印,3,1,,,,,,,,,,
8260,唐云,唐云,2,,,,,,,,,,,
8261,岑槠,天下有情人尽解相思死,10,,,,,,,,,,,
8262,吴待秋,吴待秋,3,,,,,,,,,,,
8263,叶恭绰,遐翁,2,,,,,,,,,,,
8264,孟光涛,家乡万里行,5,,,,,,,,,,,
8265,祝允明,允明,2,,,,,,,,,,,
8266,方济众,方,1,,,,,,,,,,,
8267,顾麟士,顾,1,,,,,,,,,,,
8268,杨以增,绍和协卿,4,,,,,,,,,,,
8269,爱新觉罗·永瑢,皇六子,3,,,,,,,,,,,
8270,莫友芝,莫友芝,3,,,,,,,,,,,
8271,岑槠,岑镕字仲陶又字铜士,9,,,,,,,,,,,
8272,寿石工,鈢玺,2,,,,,,,,,,,
8273,文伯仁,伯仁,2,,,,,,,,,,,
8274,吴茀之,香祖,2,,,,,,,,,,,
8275,陆恢,吴江陆恢四十以后之作,10,,,,,,,,,,,
8276,朱彝尊,南洄,2,,,,,,,,,,,
8277,赵鹤琴,颠张醉素,4,,,,,,,,,,,
8278,陈衡恪,衡,1,,,,,,,,,,,
8279,陈半丁,半丁,2,,,,,,,,,,,
8280,黄宾虹,癸未年八十,5,,,,,,,,,,,
8281,谭延闿,祖安,2,,,,,,,,,,,
8282,唐云,唐云,2,,,,,,,,,,,
8283,齐白石,白石,2,,,,,,,,,,,
8284,陈子奋,陈子奋,3,,,,,,,,,,,
8285,邹一桂,臣邹一桂,4,,,,,,,,,,,
8286,陈半丁,陈年,2,,,,,,,,,,,
8287,汪士慎,近人,2,,,,,,,,,,,
8288,丁佛言,迈钝,2,,,,,,,,,,,
8289,爱新觉罗·弘历,石渠定鉴,4,,,,,,,,,,,
8290,赵少昂,少昂,2,,,,,,,,,,,
8291,顾麟士,鹤,1,,,,,,,,,,,
8292,黄胄,映斋画印,4,1,,,,,,,,,,
8293,寿石工,乙酉印丐,4,,,,,,,,,,,
8294,胡润芝,润芝指画,4,,,,,,,,,,,
8295,萧云从,萧云从,3,,,,,,,,,,,
8296,爱新觉罗·弘历,御书房鉴藏宝,6,,,,,,,,,,,
8297,钱榖,钱榖,2,,,,,,,,,,,
8298,缪荃孙,荃孙所得金石,6,,,,,,,,,,,
8299,祝允明,枝山祝氏,4,,,,,,,,,,,
8300,祝允明,枝山祝氏,4,,,,,,,,,,,
8301,毛表,毛表之印,4,1,,1,,,,,,,,
8302,寿石工,寻常百姓,4,,,,,,,,,,,
8303,启功,启功,2,,,,,,,,,,,
8304,榭稚柳,踏遍青山,4,,,,,,,,,,,
8305,祁豸佳,止祥氏,3,,,,,,,,,,,
8306,榭稚柳,谢,1,,,,,,,,,,,
8307,钱谦益,牧斋,2,,,,,,,,,,,
8308,宋文治,文治,2,,,,,,,,,,,
8309,王一亭,鲜鲜霜中鞠,5,,,,,,,,,,,
8310,龚贤,半千,2,,,,,,,,,,,
8311,戴本孝,戴,1,,,,,,,,,,,
8312,朱学勤,结一庐主,4,,,,,,,,,,,
8313,朱复戡,和为贵,3,,,,,,,,,,,
8314,寿石工,杂家者流,4,,,,,,,,,,,
8315,吴伟业,吹玉箫兮弄明月,7,,,,,,,,,,,
8316,顾麟士,麟士之章,4,,1,,1,,,,,,,
8317,关良,良公,2,,,,,,,,,,,
8318,王世贞,仲雅,2,,,,,,,,,,,
8319,弘旿,开樽邀落日,5,,,,,,,,,,,
8320,朱复戡,横扫千军如卷席,7,,,,,,,,,,,
8321,陈子庄,石壶,2,,,,,,,,,,,
8322,王个喉,霜荼,2,,,,,,,,,,,
8323,伊秉绶,墨卿,2,,,,,,,,,,,
8324,邹一桂,一桂,2,,,,,,,,,,,
8325,陈洪绶,陈洪绶印,4,1,,,,,,,,,,
8326,邓散木,邓,1,,,,,,,,,,,
8327,弘旿,霭霭停云,4,,,,,,,,,,,
8328,吴荣光,荷屋,2,,,,,,,,,,,
8329,李可染,可染,2,,,,,,,,,,,
8330,朱复戡,伯行日利,4,,,,,,,,,,,
8331,葛家修,家修私印,4,1,,,,1,,,,,,
8332,汪统,汪统印信长寿,6,,,,,,,,,,,
8333,文从简,停云,2,,,,,,,,,,,
8334,高剑父,广州番禺县,5,,,,,,,,,,,
8335,孟光涛,光涛,2,,,,,,,,,,,
8336,丁云鹏,泉鸣夜鼎月印秋窗,8,,,,,,,,,,,
8337,杨文骢,杨文骢印,4,1,,,,,,,,,,
8338,徐枋,蓼庵,2,,,,,,,,,,,
8339,陈衡恪,师曾,2,,,,,,,,,,,
8340,袁克文,侍儿文云掌记,6,,,,,,,,,,,
8341,杨容林,清防阁校碑记,6,,,,,,,,,,,
8342,翁方纲,覃溪,2,,,,,,,,,,,
8343,瞿启甲,瞿启甲,3,,,,,,,,,,,
8344,何海霞,海霞,2,,,,,,,,,,,
8345,寿石工,寿石工,3,,,,,,,,,,,
8346,贺天健,贺天健,3,,,,,,,,,,,
8347,刘承干,承干长寿印信,6,,,,,,1,,,,,
8348,曹溶,锄菜翁,3,,,,,,,,,,,
8349,鲜于枢,枢,1,,,,,,,,,,,
8350,朱屺瞻,朱起哉,3,,,,,,,,,,,
8351,阮元,阮伯元藏钟鼎文字,8,,,,,,,,,,,
8352,黄宾虹,宾虹,2,,,,,,,,,,,
8353,邓散木,邓氏,2,,,,,,,,,,,
8354,陶湘,陶湘,2,,,,,,,,,,,
8355,邓散木,小生姓邓,4,,,,,,,,,,,
8356,蓝瑛,蓝瑛之印,4,1,,1,,,,,,,,
8357,唐云,杭州唐云,4,,,,,,,,,,,
8358,程庭鹭,庭鹭之印,4,1,,1,,,,,,,,
8359,王铎,觉斯父,3,,,,,,,,,,,
8360,项圣谟,易庵居士,4,,,,,,,,,,,
8361,黄君璧,白云堂,3,,,,,,,,,,,
8362,柯九思,审定真迹,4,,,,,,,,,,,
8363,高二适,草圣吾庐,4,,,,,,,,,,,
8364,邵弥,邵弥之印,4,1,,1,,,,,,,,
8365,齐白石,杜门,2,,,,,,,,,,,
8366,钱松喦,钱押,2,,,,,,,,,,,
8367,文彭,文氏寿承,4,,,,,,,,,,,
8368,郑文焯,郑文焯长年大吉又日利,10,,,,,,,,,,,
8369,胡润芝,识字农夫,4,,,,,,,,,,,
8370,范守和,范禾之印章,5,,1,,,,,,,,,
8371,冯贞群,冯适衷博,4,,,,,,,,,,,
8372,杨绍和,杨彦合读书,5,,,,,,,,,,,
8373,米芾,米芾之印,4,1,,1,,,,,,,,
8374,梁树年,豆村,2,,,,,,,,,,,
8375,梁树年,梁,1,,,,,,,,,,,
8376,居廉,古泉长寿,4,,,,,,,,,,,
8377,陈半丁,陈半丁,3,,,,,,,,,,,
8378,瞿中溶,博陵,2,,,,,,,,,,,
8379,陈衡恪,守骏莫若跛,5,,,,,,,,,,,
8380,萧谦中,龙樵壬午六十岁,7,,,,,,,,,,,
8381,唐云,唐云印,3,1,,,,,,,,,,
8382,张瑞图,白毫庵主,4,,,,,,,,,,,
8383,弘旿,旿仲升,3,,,,,,,,,,,
8384,陆时化,陆六郎,3,,,,,,,,,,,
8385,蓝瑛,田叔父,3,,,,,,,,,,,
8386,赵少昂,梦萱堂,3,,,,,,,,,,,
8387,爱新觉罗·弘历,观书为乐,4,,,,,,,,,,,
8388,爱新觉罗·弘历,漱芳润,3,,,,,,,,,,,
8389,萧云从,无闷,2,,,,,,,,,,,
8390,张大千,癸丑,2,,,,,,,,,,,
8391,朱复戡,朱复戡,3,,,,,,,,,,,
8392,陆俨少,宛若八十岁以后,7,,,,,,,,,,,
8393,叶昌炽,叶昌炽,3,,,,,,,,,,,
8394,溥伒,雪斋清玩,4,,,,,,,,,,,
8395,董邦达,与造物游,4,,,,,,,,,,,
8396,乔大壮,行尽江南不与离人遇,9,,,,,,,,,,,
8397,弘仁,渐江,2,,,,,,,,,,,
8398,江寒汀,江寒汀,3,,,,,,,,,,,
8399,仇英,十州,2,,,,,,,,,,,
8400,林散之,曾登太白,4,,,,,,,,,,,
8401,端方,陶斋藏秦百二十斤之石权,11,,,,,,,,,,,
8402,蔡嘉,可笑人也,4,,,,,,,,,,,
8403,寿石工,寿,1,,,,,,,,,,,
8404,赵孟钴,大雅,2,,,,,,,,,,,
8405,翁同龢,叔平,2,,,,,,,,,,,
8406,端方,端方印信,4,,,,,,1,,,,,
8407,高剑父,剑父之鈢,4,,,,,,,,,,,
8408,榭稚柳,巨鹿园,3,,,,,,,,,,,
8409,岑槠,岑仲陶氏,4,,,,,,,,,,,
8410,齐白石,鬼神使之非人工,7,,,,,,,,,,,
8411,爱新觉罗永瑆,人间书,3,,,,,,,,,,,
8412,汪士慎,尚留一目着花梢,7,,,,,,,,,,,
8413,曹寅,曹寅之印,4,1,,1,,,,,,,,
8414,弘旿,保寿澄怀,4,,,,,,,,,,,
8415,徐枋,徐枋之印,4,1,,1,,,,,,,,
8416,林散之,长寿,2,,,,,,,,,,,
8417,吴大澂,大澂私印,4,1,,,,1,,,,,,
8418,柯九思,丹丘柯九思章,6,,1,,,,,,,,,
8419,狄学耕,墨稼山庄,4,,,,,,,,,,,
8420,陆恢,廉夫,2,,,,,,,,,,,
8421,杭世骏,笔禅墨韵,4,,,,,,,,,,,
8422,赵少昂,少昂自以为可,6,,,,,,,,,,,
8423,梅清,臣清瞿山,4,,,,,,,,,,,
8424,齐白石,齐白石,3,,,,,,,,,,,
8425,沙孟海,家在赤鄞山麓,6,,,,,,,,,,,
8426,赵鹤琴,曾经沧海,4,,,,,,,,,,,
8427,钱君匋,君匋,2,,,,,,,,,,,
8428,简经纶,都厕守,3,,,,,,,,,,,
8429,榭稚柳,谢稚柳,3,,,,,,,,,,,
8430,王世贞,世贞,2,,,,,,,,,,,
8431,萧云从,尺木,2,,,,,,,,,,,
8432,陈继儒,醇儒,2,,,,,,,,,,,
8433,项圣谟,项圣谟印,4,1,,,,,,,,,,
8434,齐燕铭,齐燕铭,3,,,,,,,,,,,
8435,狄学耕,狄氏曼农,4,,,,,,,,,,,
8436,居廉,古泉七十以后作,7,,,,,,,,,,,
8437,林散之,长寿,2,,,,,,,,,,,
8438,王森然,森然,2,,,,,,,,,,,
8439,齐白石,木人,2,,,,,,,,,,,
8440,张大千,张爰,2,,,,,,,,,,,
8441,寿石工,寿鈢私印,4,1,,,,1,,,,,,
8442,项元汴,宫保世家,4,,,,,,,,,,,
8443,沈尹默,沈尹默印,4,1,,,,,,,,,,
8444,陈之佛,陈之佛印,4,1,,,,,,,,,,
8445,爱新觉罗·弘历,务时敏,3,,,,,,,,,,,
8446,王士肚,王士禛印,4,1,,,,,,,,,,
8447,易忠箓,箓伯,2,,,,,,,,,,,
8448,谢稚柳,迟燕堂,3,,,,,,,,,,,
8449,寿石工,乙酉印丐,4,,,,,,,,,,,
8450,潘伯鹰,潘伯鹰印,4,1,,,,,,,,,,
8451,弘旿,乃可长生,4,,,,,,,,,,,
8452,齐白石,我自作我家画,6,,,,,,,,,,,
8453,翁方纲,石墨楼,3,,,,,,,,,,,
8454,赵孟钴,赵氏子昂,4,,,,,,,,,,,
8455,白蕉,江左白蕉之印,6,1,,1,,,,,,,,
8456,汪士慎,富溪,2,,,,,,,,,,,
8457,寿石工,无量制辞,4,,,,,,,,,,,
8458,张伯英,张伯英字勺圃,6,,,,,,,,,,,
8459,齐白石,平翁,2,,,,,,,,,,,
8460,高时显,时显,2,,,,,,,,,,,
8461,潘伯鹰,怀宁潘伯鹰金石年,8,,,,,,,,,,,
8462,梅清,然犀野史,4,,,,,,,,,,,
8463,溥儒,溥儒,2,,,,,,,,,,,
8464,潘天寿,潘天授,3,,,,,,,,,,,
8465,爱新觉罗·弘历,孔颜乐处谁寻得,7,,,,,,,,,,,
8466,陆维钊,陆维钊印,4,1,,,,,,,,,,
8467,杨容林,爱吾庐主人,5,,,,,,,,,,,
8468,陈半丁,半聋半哑,4,,,,,,,,,,,
8469,高其佩,且园,2,,,,,,,,,,,
8470,祁承?,旷翁手识,4,,,,,,,,,,,
8471,黄丕烈,丕烈之印,4,1,,1,,,,,,,,
8472,榭稚柳,墨溟鸟仚,4,,,,,,,,,,,
8473,王个喉,追求六法,4,,,,,,,,,,,
8474,寿石工,君方画印丐句,6,,,,,,,,,,,
8475,高二适,舒凫父,3,,,,,,,,,,,
8476,余任天,余任天,3,,,,,,,,,,,
8477,弘旿,静寿,2,,,,,,,,,,,
8478,徐枋,徐枋之印,4,1,,1,,,,,,,,
8479,袁克文,百宋书藏,4,,,,,,,,,,,
8480,傅抱石,当惊世界殊,5,,,,,,,,,,,
8481,邓散木,邓,1,,,,,,,,,,,
8482,吴伟业,吴伟业印,4,1,,,,,,,,,,
8483,莫是龙,后明云卿,4,,,,,,,,,,,
8484,范允临,范允临印,4,1,,,,,,,,,,
8485,邓石如,家在龙山凤水,6,,,,,,,,,,,
8486,寿石工,寿鈢,2,,,,,,,,,,,
8487,陆心源,陆心源印,4,1,,,,,,,,,,
8488,董其昌,董氏玄宰,4,,,,,,,,,,,
8489,周之冕,周之冕印,4,1,,,,,,,,,,
8490,杨以增,禄易书千万值小胥钞良友诒阁主人清白吏读曾经学何时愧蠹鱼未食字遗子孙承此志,36,,,,,,,,,,,
8491,陈子庄,石壶,2,,,,,,,,,,,
8492,丁云鹏,南羽氏,3,,,,,,,,,,,
8493,陈半丁,程氏门雪,4,,,,,,,,,,,
8494,许麟庐,麟庐,2,,,,,,,,,,,
8495,胡佩衡,胡佩衡印,4,1,,,,,,,,,,
8496,汪士钟,三十五峰园主人,7,,,,,,,,,,,
8497,胡润芝,茀堂,2,,,,,,,,,,,
8498,沈颢,沈颢,2,,,,,,,,,,,
8499,弘旿,适我无非新,5,,,,,,,,,,,
8500,董邦达,直取性情真,5,,,,,,,,,,,
8501,翁方纲,翰墨缘,3,,,,,,,,,,,
8502,金城,金城印信,4,,,,,,1,,,,,
8503,方济众,方济众,3,,,,,,,,,,,
8504,居廉,隔山樵子,4,,,,,,,,,,,
8505,黄丕烈,荛圃,2,,,,,,,,,,,
8506,赵孟钴,赵氏子昂,4,,,,,,,,,,,
8507,徐渭仁,随轩,2,,,,,,,,,,,
8508,蓝瑛,田叔,2,,,,,,,,,,,
8509,安岐,古香书屋,4,,,,,,,,,,,
8510,白蕉,有所不为,4,,,,,,,,,,,
8511,赵少昂,少昂,2,,,,,,,,,,,
8512,刘海粟,艺术叛徒,4,,,,,,,,,,,
8513,王时敏,烟客真赏,4,,,,,,,,,,,
8514,张瑞图,桮湖亭长,4,,,,,,,,,,,
8515,赵佶,宣和,2,,,,,,,,,,,
8516,陈子庄,石壶书画之印,6,1,,1,,,,,,,,
8517,张瑞图,暂住蓬莱,4,,,,,,,,,,,
8518,祝允明,枝山祝氏,4,,,,,,,,,,,
8519,樊圻,会公,2,,,,,,,,,,,
8520,蒋风白,风白,2,,,,,,,,,,,
8521,方济众,方济众印,4,1,,,,,,,,,,
8522,文嘉,文嘉,2,,,,,,,,,,,
8523,王穉登,读蜺堂印,4,1,,,,,,,,,,
8524,周之冕,周之冕印,4,1,,,,,,,,,,
8525,谢稚柳,燕白衣,3,,,,,,,,,,,
8526,周亮工,赖古堂,3,,,,,,,,,,,
8527,赵之谦,赵之谦,3,,,,,,,,,,,
8528,王腰,福庵,2,,,,,,,,,,,
8529,陈鸿寿,问梅消息,4,,,,,,,,,,,
8530,钱君匋,君匋,2,,,,,,,,,,,
